<TICKER>;<PER>;<DATE>;<OPEN>;<CLOSE>;<AMOUNT>;<VOLUME>;<EBITDA>;<FCF>;<OCF>;<OPER INCOME>;<NET INCOME>;<REVENUE>
Sberbank;D;14.10.2022;106,92;107,78;52 565 400;5 631 814 421,3;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;17.10.2022;107,93;112,44;78 496 550;8 680 124 454,5;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;18.10.2022;113,05;110,88;101 854 810;11 468 880 403,2;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;19.10.2022;110,12;112,39;90 693 010;10 047 779 304,8;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;20.10.2022;112,75;116,98;100 723 600;11 611 619 802,2;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;21.10.2022;116,93;119,45;102 382 050;11 996 337 348,7;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;24.10.2022;120,15;118,8;74 539 310;8 899 628 781,0;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;25.10.2022;118,84;124,36;114 156 750;13 988 406 291,3;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;26.10.2022;124,7;124,43;108 495 360;13 490 587 416,3;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;27.10.2022;124,75;126,61;87 915 140;11 099 070 231,0;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;28.10.2022;126,14;126,97;73 660 000;9 289 876 913,2;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;31.10.2022;127,2;126,72;60 762 870;7 705 148 783,6;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;01.11.2022;127,2;127,05;36 820 880;4 678 424 679,9;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;02.11.2022;127,06;125,49;40 216 620;5 091 797 153,1;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;03.11.2022;125,4;125,75;47 720 130;5 968 383 629,5;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;07.11.2022;127,09;132;91 709 630;11 884 172 361,2;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;08.11.2022;132;131,29;69 556 040;9 132 676 225,5;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;09.11.2022;131,06;127,3;64 961 510;8 392 114 411,7;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;10.11.2022;131;136,68;171 748 310;22 986 670 666,3;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;11.11.2022;137,9;136,98;75 710 240;10 343 394 282,0;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;14.11.2022;137,5;139,8;82 521 030;11 457 421 132,4;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;15.11.2022;140,49;135,66;145 543 250;19 905 669 470,0;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;16.11.2022;136,99;139,18;67 090 170;9 275 650 502,9;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;17.11.2022;139,09;137,57;59 160 240;8 183 196 558,2;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;18.11.2022;137,08;136,89;44 076 540;6 017 150 012,2;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;21.11.2022;136,01;134,46;83 599 930;11 204 179 692,7;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;22.11.2022;134,55;135,65;45 822 990;6 185 848 298,4;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;23.11.2022;135,7;136,59;52 302 020;7 131 237 802,3;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;24.11.2022;137;136,61;42 388 720;5 825 797 012,7;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;25.11.2022;137,2;136,53;29 618 830;4 032 240 523,4;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;28.11.2022;135,02;135,53;45 275 110;6 119 857 086,1;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;29.11.2022;136,29;136,37;31 648 090;4 322 432 923,7;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;30.11.2022;136,5;136,78;26 816 190;3 645 274 279,8;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;01.12.2022;137,1;137,15;33 056 500;4 528 220 086,5;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;02.12.2022;136,99;136,66;19 261 670;2 631 801 491,3;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;05.12.2022;136,66;142;103 930 500;14 626 342 206,0;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;06.12.2022;142,2;140,61;51 823 300;7 320 200 569,4;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;07.12.2022;140,5;142,32;69 885 670;9 820 959 841,6;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;08.12.2022;143,5;139,92;64 056 510;9 051 030 863,8;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;09.12.2022;139,7;140,03;29 441 490;4 121 787 838,9;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;12.12.2022;140,19;139,48;33 477 470;4 674 567 348,3;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;13.12.2022;139,67;138,13;52 200 510;7 204 347 001,0;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;14.12.2022;138,28;137,3;34 074 890;4 682 726 701,5;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;15.12.2022;136,99;134,55;54 791 650;7 425 601 043,9;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;16.12.2022;134,5;135,45;32 802 120;4 438 893 679,0;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;19.12.2022;135,13;134,64;58 826 130;7 922 461 200,5;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;20.12.2022;134,51;138,28;45 017 120;6 164 921 383,7;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;21.12.2022;138,7;137,75;45 542 340;6 272 681 336,7;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;22.12.2022;137,99;137,69;30 562 140;4 219 452 712,4;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;23.12.2022;137,49;137,94;22 908 110;3 151 110 861,8;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;26.12.2022;138,33;140,95;49 379 370;6 912 819 148,3;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;27.12.2022;141,31;139,9;41 654 530;5 856 965 521,6;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;28.12.2022;139,73;139,51;28 045 010;3 911 970 512,0;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;29.12.2022;139,5;140,96;32 059 860;4 513 089 042,4;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;30.12.2022;140,8;141,15;28 175 080;3 968 971 100,4;10,25128205;4,257692308;5,538034188;6,832478633;1,155982906;12,6534188
Sberbank;D;04.01.2023;141,85;141,43;17 112 740;2 419 428 972,3;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;05.01.2023;141,6;141,27;17 245 300;2 435 171 391,9;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;06.01.2023;141,39;141,4;10 657 600;1 504 730 792,2;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;09.01.2023;141,83;142,4;31 449 160;4 480 148 303,4;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;10.01.2023;142,1;142,81;23 718 180;3 368 938 055,0;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;11.01.2023;142,97;149,96;123 147 040;18 097 145 617,6;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;12.01.2023;150,02;149,3;46 789 300;6 982 668 294,2;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;13.01.2023;149,58;151,69;88 520 210;13 374 657 598,8;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;16.01.2023;152,89;153,71;51 753 920;7 920 014 161,8;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;17.01.2023;154;150,45;84 404 770;12 790 444 010,5;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;18.01.2023;150,4;151,47;67 511 970;10 235 015 056,8;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;19.01.2023;151,2;149,34;66 813 960;10 027 708 961,8;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;20.01.2023;149,7;151,38;44 254 820;6 633 881 321,1;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;23.01.2023;151,9;153,5;55 198 870;8 453 400 896,7;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;24.01.2023;153,95;152,66;78 734 130;12 126 204 920,9;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;25.01.2023;152,45;152,81;43 376 700;6 613 609 683,1;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;26.01.2023;153,32;152,4;45 513 320;6 966 980 467,7;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;27.01.2023;152,4;153,2;34 123 690;5 213 964 676,6;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;30.01.2023;153,5;153,38;31 105 220;4 760 702 156,6;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;31.01.2023;153,51;158,07;77 890 320;12 127 748 512,5;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;01.02.2023;158,2;158,29;66 332 200;10 480 709 146,9;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;02.02.2023;158,4;159,45;53 866 380;8 572 049 477,0;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;03.02.2023;159,1;161,26;63 735 330;10 193 999 216,9;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;06.02.2023;161,78;167,09;89 083 530;14 666 403 495,3;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;07.02.2023;167,3;165,39;92 661 570;15 345 906 260,6;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;08.02.2023;165;164,15;58 669 030;9 652 989 000,6;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;09.02.2023;164,33;165,31;107 139 220;17 608 882 957,8;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;10.02.2023;165;165,52;40 924 680;6 774 229 866,8;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;13.02.2023;165,2;164,32;36 212 200;5 995 183 185,7;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;14.02.2023;164,3;161,86;58 832 960;9 574 244 266,6;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;15.02.2023;160,94;156,25;113 804 160;17 992 861 042,9;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;16.02.2023;157,33;158,22;68 549 280;10 824 261 902,6;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;17.02.2023;158;159,73;52 179 940;8 295 150 283,0;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;20.02.2023;159,41;160,09;63 971 610;10 151 613 700,1;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;21.02.2023;160,66;164,15;127 422 480;20 810 057 510,7;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;22.02.2023;164,13;163,37;43 772 430;7 150 966 488,1;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;24.02.2023;163,33;164,3;37 727 230;6 199 625 787,6;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;27.02.2023;163,52;169,95;100 133 280;16 780 738 615,2;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;28.02.2023;170,5;169,82;80 748 140;13 727 277 947,9;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;01.03.2023;170,4;170,53;53 784 730;9 167 860 118,1;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;02.03.2023;170,4;168,05;86 095 640;14 517 746 431,3;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;03.03.2023;168,17;171,16;49 566 770;8 415 476 818,0;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;06.03.2023;172,14;171,84;64 585 290;11 111 583 412,4;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;07.03.2023;171,87;174,01;55 287 380;9 555 925 415,8;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;09.03.2023;174,85;172,55;80 393 110;13 943 157 257,4;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;10.03.2023;171,55;172,53;50 256 970;8 636 905 460,0;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;13.03.2023;172,5;172,15;74 032 280;12 709 525 433,5;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;14.03.2023;171,61;175,71;89 325 670;15 601 317 280,3;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;15.03.2023;176;175,3;79 930 290;14 010 359 713,1;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;16.03.2023;174,94;175,45;51 534 160;8 999 771 334,6;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;17.03.2023;183;193,59;388 164 850;72 487 640 689,1;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;20.03.2023;196,02;203,73;156 714 250;31 309 861 829,0;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;21.03.2023;204,76;203,32;122 583 960;25 112 540 900,7;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;22.03.2023;203,4;202,89;57 568 140;11 679 333 494,7;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;23.03.2023;202,53;202,58;26 650 230;5 415 399 866,5;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;24.03.2023;202,86;203,57;24 325 540;4 939 230 840,9;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;27.03.2023;204,01;211,84;101 521 380;21 191 264 384,4;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;28.03.2023;212,86;214,03;73 901 050;15 726 501 741,8;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;29.03.2023;214,85;217,99;96 682 530;20 980 171 180,8;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;30.03.2023;217,3;216,87;40 886 950;8 884 287 057,7;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;31.03.2023;217,2;216,6;88 081 360;18 878 992 953,8;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;03.04.2023;218,45;216,09;55 175 630;11 951 820 883,8;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;04.04.2023;216,2;214,83;45 803 380;9 882 799 399,6;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;05.04.2023;214,65;216,15;46 177 490;9 891 663 991,7;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;06.04.2023;216,3;214,25;39 061 450;8 425 126 719,9;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;07.04.2023;214,5;216,27;29 198 130;6 286 417 581,4;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;10.04.2023;217,1;222,21;85 196 000;18 737 869 518,4;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;11.04.2023;222,9;218,6;98 538 370;21 743 759 463,1;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;12.04.2023;218,6;219,22;44 767 540;9 773 616 806,2;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;13.04.2023;219,49;219,85;32 672 160;7 159 179 734,3;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;14.04.2023;220;221,87;43 316 040;9 554 306 584,3;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;17.04.2023;222,98;228,1;78 797 270;17 756 638 468,9;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;18.04.2023;227,89;232,66;97 770 120;22 454 901 978,8;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;19.04.2023;232,67;232,95;115 713 300;27 097 765 520,1;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;20.04.2023;233,32;236,28;85 093 750;19 879 696 925,7;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;21.04.2023;237,4;235,17;115 905 760;27 370 731 655,4;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;24.04.2023;235,07;235,1;30 536 770;7 185 358 111,2;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;25.04.2023;235,13;235,3;32 187 450;7 565 048 264,5;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;26.04.2023;235,6;235,21;24 430 320;5 751 047 264,4;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;27.04.2023;235,59;240,38;68 311 610;16 307 607 839,2;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;28.04.2023;240,9;240,38;49 583 350;11 892 356 487,7;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;02.05.2023;242,2;242,62;83 957 810;20 364 151 649,6;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;03.05.2023;242,85;235,77;76 827 180;18 372 320 194,5;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;04.05.2023;236,89;238,89;53 079 590;12 637 521 165,2;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;05.05.2023;239,24;237,7;61 366 140;14 683 897 982,1;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;08.05.2023;238,69;238,27;47 865 890;11 420 605 923,6;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;10.05.2023;216,5;227,06;156 874 740;34 751 930 179,7;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;11.05.2023;228,87;229,32;197 302 410;45 532 596 380,3;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;12.05.2023;231;229,29;70 528 170;16 140 281 925,4;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;15.05.2023;230,51;231,7;49 090 190;11 295 223 379,6;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;16.05.2023;232,4;230,62;36 613 690;8 446 678 565,3;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;17.05.2023;229,86;230,55;31 770 380;7 300 922 562,3;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;18.05.2023;231,7;231,7;56 228 190;13 063 333 221,1;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;19.05.2023;230,99;231,27;31 639 980;7 309 847 108,3;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;22.05.2023;232,2;231;26 487 190;6 122 461 335,3;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;23.05.2023;231,25;236,43;63 010 540;14 730 893 977,2;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;24.05.2023;237,49;246,06;86 011 970;20 714 536 176,6;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;25.05.2023;246,1;243,76;70 882 360;17 342 598 158,4;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;26.05.2023;243,45;248,1;69 202 730;17 064 289 810,3;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;29.05.2023;249,78;251,18;67 999 610;17 017 721 478,8;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;30.05.2023;248,84;244,65;83 533 260;20 681 901 312,6;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;31.05.2023;244;246,17;72 912 500;17 794 062 792,6;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;01.06.2023;247;241,66;52 046 910;12 670 513 593,5;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;02.06.2023;242;243,95;46 542 940;11 331 232 122,6;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;05.06.2023;243,51;237,12;78 742 190;18 897 132 269,5;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;06.06.2023;235,92;240,91;100 640 180;23 816 658 058,8;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;07.06.2023;241,2;241,25;63 130 930;15 268 682 081,7;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;08.06.2023;241,3;241,77;29 945 470;7 222 971 807,9;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;09.06.2023;242,8;240,4;27 569 100;6 659 895 379,3;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;13.06.2023;241,51;244,33;40 551 890;9 863 948 131,0;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;14.06.2023;245,7;244,6;52 205 640;12 822 239 153,4;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;15.06.2023;245,11;245,18;40 063 590;9 807 475 223,8;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;16.06.2023;245,5;243,87;23 441 160;5 729 888 135,6;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;19.06.2023;244,47;242,28;29 844 240;7 239 082 414,0;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;20.06.2023;241,99;241,74;36 621 960;8 820 107 717,8;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;21.06.2023;241,9;242,2;26 830 770;6 509 866 591,4;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;22.06.2023;242,15;240,66;23 136 750;5 590 904 541,9;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;23.06.2023;239,98;235,67;61 886 110;14 736 944 961,5;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;26.06.2023;239,6;238,4;82 016 390;19 509 065 518,1;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;27.06.2023;239,02;241,21;51 466 410;12 350 836 600,0;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;28.06.2023;241,8;239,67;28 310 570;6 793 968 901,0;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;29.06.2023;239,94;239,99;28 192 150;6 771 141 228,4;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;30.06.2023;240;239,61;24 051 460;5 759 887 900,0;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;03.07.2023;240;243,33;47 333 310;11 469 844 958,6;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;04.07.2023;243,4;240,7;41 561 500;10 055 387 487,4;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;05.07.2023;241,49;240,95;19 972 080;4 814 047 501,4;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;06.07.2023;241,47;240,96;23 260 340;5 618 736 214,0;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;07.07.2023;241,49;243,67;30 275 210;7 332 444 797,9;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;10.07.2023;244,21;249,4;65 076 680;16 071 729 444,1;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
Sberbank;D;11.07.2023;250,01;247,99;49 590 820;12 299 322 430,2;11,39493671;4,203797468;3,364978903;5,485232068;4,848101266;12,49324895
